Período de consulta de 01/01/2023 a 31/03/2025
"";"";"Ourense";"";""
"Fecha";"Variable";"Valor";"Código validación";"Unidad"
"07/02/2024";"Lluvia";"0.0";"1";"L/m2"
"07/02/2024";"Humedad relativa media a 1.5m";"78";"1";"%"
"07/02/2024";"Temperatura media  atura a 1.5m";"12.23";"1";"ºC"
"08/02/2024";"Lluvia";"6.2";"1";"L/m2"
"08/02/2024";"Humedad relativa media a 1.5m";"68";"1";"%"
"08/02/2024";"Temperatura media  atura a 1.5m";"14.15";"1";"ºC"
"09/02/2024";"Lluvia";"20.0";"1";"L/m2"
"09/02/2024";"Humedad relativa media a 1.5m";"96";"1";"%"
"09/02/2024";"Temperatura media  atura a 1.5m";"10.69";"1";"ºC"
"10/02/2024";"Lluvia";"9.8";"1";"L/m2"
"10/02/2024";"Humedad relativa media a 1.5m";"88";"1";"%"
"10/02/2024";"Temperatura media  atura a 1.5m";"7.15";"1";"ºC"
"11/02/2024";"Lluvia";"3.8";"1";"L/m2"
"11/02/2024";"Humedad relativa media a 1.5m";"88";"1";"%"
"11/02/2024";"Temperatura media  atura a 1.5m";"8.43";"1";"ºC"
"12/02/2024";"Lluvia";"0.6";"1";"L/m2"
"12/02/2024";"Humedad relativa media a 1.5m";"78";"1";"%"
"12/02/2024";"Temperatura media  atura a 1.5m";"13.36";"1";"ºC"
"13/02/2024";"Lluvia";"0.4";"1";"L/m2"
"13/02/2024";"Humedad relativa media a 1.5m";"85";"1";"%"
"13/02/2024";"Temperatura media  atura a 1.5m";"13.47";"1";"ºC"
"14/02/2024";"Lluvia";"0.0";"1";"L/m2"
"14/02/2024";"Humedad relativa media a 1.5m";"77";"1";"%"
"14/02/2024";"Temperatura media  atura a 1.5m";"16.01";"1";"ºC"
"15/02/2024";"Lluvia";"2.6";"1";"L/m2"
"15/02/2024";"Humedad relativa media a 1.5m";"79";"1";"%"
"15/02/2024";"Temperatura media  atura a 1.5m";"14.38";"1";"ºC"
"16/02/2024";"Lluvia";"0.8";"1";"L/m2"
"16/02/2024";"Humedad relativa media a 1.5m";"85";"1";"%"
"16/02/2024";"Temperatura media  atura a 1.5m";"11.88";"1";"ºC"
"17/02/2024";"Lluvia";"0.0";"1";"L/m2"
"17/02/2024";"Humedad relativa media a 1.5m";"84";"1";"%"
"17/02/2024";"Temperatura media  atura a 1.5m";"10.38";"1";"ºC"
"18/02/2024";"Lluvia";"0.0";"1";"L/m2"
"18/02/2024";"Humedad relativa media a 1.5m";"84";"1";"%"
"18/02/2024";"Temperatura media  atura a 1.5m";"11.98";"1";"ºC"
"19/02/2024";"Lluvia";"0.0";"1";"L/m2"
"19/02/2024";"Humedad relativa media a 1.5m";"80";"1";"%"
"19/02/2024";"Temperatura media  atura a 1.5m";"14.73";"1";"ºC"
"20/02/2024";"Lluvia";"0.0";"1";"L/m2"
"20/02/2024";"Humedad relativa media a 1.5m";"85";"1";"%"
"20/02/2024";"Temperatura media  atura a 1.5m";"11.32";"1";"ºC"
"21/02/2024";"Lluvia";"0.0";"1";"L/m2"
"21/02/2024";"Humedad relativa media a 1.5m";"79";"1";"%"
"21/02/2024";"Temperatura media  atura a 1.5m";"11.14";"1";"ºC"
"22/02/2024";"Lluvia";"3.0";"1";"L/m2"
"22/02/2024";"Humedad relativa media a 1.5m";"69";"1";"%"
"22/02/2024";"Temperatura media  atura a 1.5m";"12.47";"1";"ºC"
"23/02/2024";"Lluvia";"18.2";"1";"L/m2"
"23/02/2024";"Humedad relativa media a 1.5m";"83";"1";"%"
"23/02/2024";"Temperatura media  atura a 1.5m";"7.34";"1";"ºC"
"24/02/2024";"Lluvia";"5.0";"1";"L/m2"
"24/02/2024";"Humedad relativa media a 1.5m";"83";"1";"%"
"24/02/2024";"Temperatura media  atura a 1.5m";"8.66";"1";"ºC"
"25/02/2024";"Lluvia";"23.6";"1";"L/m2"
"25/02/2024";"Humedad relativa media a 1.5m";"81";"1";"%"
"25/02/2024";"Temperatura media  atura a 1.5m";"12.88";"1";"ºC"
"26/02/2024";"Lluvia";"1.2";"1";"L/m2"
"26/02/2024";"Humedad relativa media a 1.5m";"68";"1";"%"
"26/02/2024";"Temperatura media  atura a 1.5m";"8.72";"1";"ºC"
"27/02/2024";"Lluvia";"0.0";"1";"L/m2"
"27/02/2024";"Humedad relativa media a 1.5m";"66";"1";"%"
"27/02/2024";"Temperatura media  atura a 1.5m";"8.73";"1";"ºC"
"28/02/2024";"Lluvia";"0.0";"1";"L/m2"
"28/02/2024";"Humedad relativa media a 1.5m";"76";"1";"%"
"28/02/2024";"Temperatura media  atura a 1.5m";"9.94";"1";"ºC"
"29/02/2024";"Lluvia";"3.8";"1";"L/m2"
"29/02/2024";"Humedad relativa media a 1.5m";"80";"1";"%"
"29/02/2024";"Temperatura media  atura a 1.5m";"9.33";"1";"ºC"
"01/03/2024";"Lluvia";"10.2";"1";"L/m2"
"01/03/2024";"Humedad relativa media a 1.5m";"92";"1";"%"
"01/03/2024";"Temperatura media  atura a 1.5m";"8.17";"1";"ºC"
"02/03/2024";"Lluvia";"25.0";"1";"L/m2"
"02/03/2024";"Humedad relativa media a 1.5m";"85";"1";"%"
"02/03/2024";"Temperatura media  atura a 1.5m";"7.80";"1";"ºC"
"03/03/2024";"Lluvia";"2.2";"1";"L/m2"
"03/03/2024";"Humedad relativa media a 1.5m";"88";"1";"%"
"03/03/2024";"Temperatura media  atura a 1.5m";"7.36";"1";"ºC"
"04/03/2024";"Lluvia";"9.6";"1";"L/m2"
"04/03/2024";"Humedad relativa media a 1.5m";"81";"1";"%"
"04/03/2024";"Temperatura media  atura a 1.5m";"10.22";"1";"ºC"
"05/03/2024";"Lluvia";"0.4";"1";"L/m2"
"05/03/2024";"Humedad relativa media a 1.5m";"84";"1";"%"
"05/03/2024";"Temperatura media  atura a 1.5m";"8.30";"1";"ºC"
"06/03/2024";"Lluvia";"0.0";"1";"L/m2"
"06/03/2024";"Humedad relativa media a 1.5m";"75";"1";"%"
"06/03/2024";"Temperatura media  atura a 1.5m";"8.71";"1";"ºC"
"07/03/2024";"Lluvia";"0.0";"1";"L/m2"
"07/03/2024";"Humedad relativa media a 1.5m";"64";"1";"%"
"07/03/2024";"Temperatura media  atura a 1.5m";"10.29";"1";"ºC"
"08/03/2024";"Lluvia";"22.6";"1";"L/m2"
"08/03/2024";"Humedad relativa media a 1.5m";"75";"1";"%"
"08/03/2024";"Temperatura media  atura a 1.5m";"8.52";"1";"ºC"
"09/03/2024";"Lluvia";"17.2";"1";"L/m2"
"09/03/2024";"Humedad relativa media a 1.5m";"79";"1";"%"
"09/03/2024";"Temperatura media  atura a 1.5m";"7.35";"1";"ºC"
"10/03/2024";"Lluvia";"8.4";"1";"L/m2"
"10/03/2024";"Humedad relativa media a 1.5m";"85";"1";"%"
"10/03/2024";"Temperatura media  atura a 1.5m";"9.47";"1";"ºC"
"11/03/2024";"Lluvia";"0.0";"1";"L/m2"
"11/03/2024";"Humedad relativa media a 1.5m";"83";"1";"%"
"11/03/2024";"Temperatura media  atura a 1.5m";"9.40";"1";"ºC"
"12/03/2024";"Lluvia";"0.0";"1";"L/m2"
"12/03/2024";"Humedad relativa media a 1.5m";"73";"1";"%"
"12/03/2024";"Temperatura media  atura a 1.5m";"12.07";"1";"ºC"
"13/03/2024";"Lluvia";"0.0";"1";"L/m2"
"13/03/2024";"Humedad relativa media a 1.5m";"72";"1";"%"
"13/03/2024";"Temperatura media  atura a 1.5m";"12.42";"1";"ºC"
"14/03/2024";"Lluvia";"2.8";"1";"L/m2"
"14/03/2024";"Humedad relativa media a 1.5m";"86";"1";"%"
"14/03/2024";"Temperatura media  atura a 1.5m";"12.26";"1";"ºC"
"15/03/2024";"Lluvia";"0.0";"1";"L/m2"
"15/03/2024";"Humedad relativa media a 1.5m";"82";"1";"%"
"15/03/2024";"Temperatura media  atura a 1.5m";"13.43";"1";"ºC"
"16/03/2024";"Lluvia";"0.0";"1";"L/m2"
"16/03/2024";"Humedad relativa media a 1.5m";"86";"1";"%"
"16/03/2024";"Temperatura media  atura a 1.5m";"12.87";"1";"ºC"
"17/03/2024";"Lluvia";"0.0";"1";"L/m2"
"17/03/2024";"Humedad relativa media a 1.5m";"82";"1";"%"
"17/03/2024";"Temperatura media  atura a 1.5m";"15.56";"1";"ºC"
"18/03/2024";"Lluvia";"0.0";"1";"L/m2"
"18/03/2024";"Humedad relativa media a 1.5m";"77";"1";"%"
"18/03/2024";"Temperatura media  atura a 1.5m";"15.73";"1";"ºC"
"19/03/2024";"Lluvia";"0.0";"1";"L/m2"
"19/03/2024";"Humedad relativa media a 1.5m";"76";"1";"%"
"19/03/2024";"Temperatura media  atura a 1.5m";"14.49";"1";"ºC"
"20/03/2024";"Lluvia";"0.0";"1";"L/m2"
"20/03/2024";"Humedad relativa media a 1.5m";"74";"1";"%"
"20/03/2024";"Temperatura media  atura a 1.5m";"12.44";"1";"ºC"
"21/03/2024";"Lluvia";"0.0";"1";"L/m2"
"21/03/2024";"Humedad relativa media a 1.5m";"66";"1";"%"
"21/03/2024";"Temperatura media  atura a 1.5m";"16.83";"1";"ºC"
"22/03/2024";"Lluvia";"0.0";"1";"L/m2"
"22/03/2024";"Humedad relativa media a 1.5m";"70";"1";"%"
"22/03/2024";"Temperatura media  atura a 1.5m";"16.79";"1";"ºC"
"23/03/2024";"Lluvia";"0.0";"1";"L/m2"
"23/03/2024";"Humedad relativa media a 1.5m";"61";"1";"%"
"23/03/2024";"Temperatura media  atura a 1.5m";"15.81";"1";"ºC"
"24/03/2024";"Lluvia";"0.0";"1";"L/m2"
"24/03/2024";"Humedad relativa media a 1.5m";"63";"1";"%"
"24/03/2024";"Temperatura media  atura a 1.5m";"13.46";"1";"ºC"
"25/03/2024";"Lluvia";"1.8";"1";"L/m2"
"25/03/2024";"Humedad relativa media a 1.5m";"80";"1";"%"
"25/03/2024";"Temperatura media  atura a 1.5m";"8.24";"1";"ºC"
"26/03/2024";"Lluvia";"2.4";"1";"L/m2"
"26/03/2024";"Humedad relativa media a 1.5m";"84";"1";"%"
"26/03/2024";"Temperatura media  atura a 1.5m";"6.19";"1";"ºC"
"27/03/2024";"Lluvia";"27.6";"1";"L/m2"
"27/03/2024";"Humedad relativa media a 1.5m";"77";"1";"%"
"27/03/2024";"Temperatura media  atura a 1.5m";"8.89";"1";"ºC"
"28/03/2024";"Lluvia";"20.0";"1";"L/m2"
"28/03/2024";"Humedad relativa media a 1.5m";"86";"1";"%"
"28/03/2024";"Temperatura media  atura a 1.5m";"8.02";"1";"ºC"
"29/03/2024";"Lluvia";"6.4";"1";"L/m2"
"29/03/2024";"Humedad relativa media a 1.5m";"87";"1";"%"
"29/03/2024";"Temperatura media  atura a 1.5m";"8.38";"1";"ºC"
"30/03/2024";"Lluvia";"6.6";"1";"L/m2"
"30/03/2024";"Humedad relativa media a 1.5m";"93";"1";"%"
"30/03/2024";"Temperatura media  atura a 1.5m";"7.50";"1";"ºC"
"31/03/2024";"Lluvia";"5.6";"1";"L/m2"
"31/03/2024";"Humedad relativa media a 1.5m";"82";"1";"%"
"31/03/2024";"Temperatura media  atura a 1.5m";"8.33";"1";"ºC"
"01/04/2024";"Lluvia";"7.0";"1";"L/m2"
"01/04/2024";"Humedad relativa media a 1.5m";"74";"1";"%"
"01/04/2024";"Temperatura media  atura a 1.5m";"9.82";"1";"ºC"
"02/04/2024";"Lluvia";"7.2";"1";"L/m2"
"02/04/2024";"Humedad relativa media a 1.5m";"74";"1";"%"
"02/04/2024";"Temperatura media  atura a 1.5m";"12.69";"1";"ºC"
"03/04/2024";"Lluvia";"0.0";"1";"L/m2"
"03/04/2024";"Humedad relativa media a 1.5m";"71";"1";"%"
"03/04/2024";"Temperatura media  atura a 1.5m";"14.45";"1";"ºC"
"04/04/2024";"Lluvia";"0.0";"1";"L/m2"
"04/04/2024";"Humedad relativa media a 1.5m";"51";"1";"%"
"04/04/2024";"Temperatura media  atura a 1.5m";"16.88";"1";"ºC"
"05/04/2024";"Lluvia";"0.0";"1";"L/m2"
"05/04/2024";"Humedad relativa media a 1.5m";"41";"1";"%"
"05/04/2024";"Temperatura media  atura a 1.5m";"20.66";"1";"ºC"
"06/04/2024";"Lluvia";"7.0";"1";"L/m2"
"06/04/2024";"Humedad relativa media a 1.5m";"72";"1";"%"
"06/04/2024";"Temperatura media  atura a 1.5m";"15.62";"1";"ºC"
"07/04/2024";"Lluvia";"0.0";"1";"L/m2"
"07/04/2024";"Humedad relativa media a 1.5m";"72";"1";"%"
"07/04/2024";"Temperatura media  atura a 1.5m";"13.90";"1";"ºC"
"08/04/2024";"Lluvia";"16.2";"1";"L/m2"
"08/04/2024";"Humedad relativa media a 1.5m";"79";"1";"%"
"08/04/2024";"Temperatura media  atura a 1.5m";"10.53";"1";"ºC"
"09/04/2024";"Lluvia";"0.0";"1";"L/m2"
"09/04/2024";"Humedad relativa media a 1.5m";"76";"1";"%"
"09/04/2024";"Temperatura media  atura a 1.5m";"10.04";"1";"ºC"
"10/04/2024";"Lluvia";"0.0";"1";"L/m2"
"10/04/2024";"Humedad relativa media a 1.5m";"72";"1";"%"
"10/04/2024";"Temperatura media  atura a 1.5m";"13.93";"1";"ºC"
"11/04/2024";"Lluvia";"0.0";"1";"L/m2"
"11/04/2024";"Humedad relativa media a 1.5m";"71";"1";"%"
"11/04/2024";"Temperatura media  atura a 1.5m";"17.90";"1";"ºC"
"12/04/2024";"Lluvia";"0.0";"1";"L/m2"
"12/04/2024";"Humedad relativa media a 1.5m";"69";"1";"%"
"12/04/2024";"Temperatura media  atura a 1.5m";"20.16";"1";"ºC"
"13/04/2024";"Lluvia";"0.0";"1";"L/m2"
"13/04/2024";"Humedad relativa media a 1.5m";"69";"1";"%"
"13/04/2024";"Temperatura media  atura a 1.5m";"20.84";"1";"ºC"
"14/04/2024";"Lluvia";"0.0";"1";"L/m2"
"14/04/2024";"Humedad relativa media a 1.5m";"66";"1";"%"
"14/04/2024";"Temperatura media  atura a 1.5m";"20.33";"1";"ºC"
"15/04/2024";"Lluvia";"0.0";"1";"L/m2"
"15/04/2024";"Humedad relativa media a 1.5m";"60";"1";"%"
"15/04/2024";"Temperatura media  atura a 1.5m";"17.03";"1";"ºC"
"16/04/2024";"Lluvia";"0.0";"1";"L/m2"
"16/04/2024";"Humedad relativa media a 1.5m";"60";"1";"%"
"16/04/2024";"Temperatura media  atura a 1.5m";"14.26";"1";"ºC"
"17/04/2024";"Lluvia";"0.0";"1";"L/m2"
"17/04/2024";"Humedad relativa media a 1.5m";"61";"1";"%"
"17/04/2024";"Temperatura media  atura a 1.5m";"14.13";"1";"ºC"
"18/04/2024";"Lluvia";"0.0";"1";"L/m2"
"18/04/2024";"Humedad relativa media a 1.5m";"58";"1";"%"
"18/04/2024";"Temperatura media  atura a 1.5m";"15.61";"1";"ºC"
"19/04/2024";"Lluvia";"0.0";"1";"L/m2"
"19/04/2024";"Humedad relativa media a 1.5m";"59";"1";"%"
"19/04/2024";"Temperatura media  atura a 1.5m";"17.31";"1";"ºC"
"20/04/2024";"Lluvia";"0.0";"1";"L/m2"
"20/04/2024";"Humedad relativa media a 1.5m";"58";"1";"%"
"20/04/2024";"Temperatura media  atura a 1.5m";"17.57";"1";"ºC"
"21/04/2024";"Lluvia";"0.0";"1";"L/m2"
"21/04/2024";"Humedad relativa media a 1.5m";"59";"1";"%"
"21/04/2024";"Temperatura media  atura a 1.5m";"16.72";"1";"ºC"
"22/04/2024";"Lluvia";"0.0";"1";"L/m2"
"22/04/2024";"Humedad relativa media a 1.5m";"50";"1";"%"
"22/04/2024";"Temperatura media  atura a 1.5m";"14.60";"1";"ºC"
"23/04/2024";"Lluvia";"0.0";"1";"L/m2"
"23/04/2024";"Humedad relativa media a 1.5m";"52";"1";"%"
"23/04/2024";"Temperatura media  atura a 1.5m";"12.76";"1";"ºC"
"24/04/2024";"Lluvia";"0.0";"1";"L/m2"
"24/04/2024";"Humedad relativa media a 1.5m";"59";"1";"%"
"24/04/2024";"Temperatura media  atura a 1.5m";"13.20";"1";"ºC"
"25/04/2024";"Lluvia";"1.0";"1";"L/m2"
"25/04/2024";"Humedad relativa media a 1.5m";"68";"1";"%"
"25/04/2024";"Temperatura media  atura a 1.5m";"12.74";"1";"ºC"
"26/04/2024";"Lluvia";"15.2";"1";"L/m2"
"26/04/2024";"Humedad relativa media a 1.5m";"87";"1";"%"
"26/04/2024";"Temperatura media  atura a 1.5m";"11.23";"1";"ºC"
"27/04/2024";"Lluvia";"5.6";"1";"L/m2"
"27/04/2024";"Humedad relativa media a 1.5m";"87";"1";"%"
"27/04/2024";"Temperatura media  atura a 1.5m";"8.86";"1";"ºC"
"28/04/2024";"Lluvia";"1.4";"1";"L/m2"
"28/04/2024";"Humedad relativa media a 1.5m";"77";"1";"%"
"28/04/2024";"Temperatura media  atura a 1.5m";"10.57";"1";"ºC"
"29/04/2024";"Lluvia";"0.0";"1";"L/m2"
"29/04/2024";"Humedad relativa media a 1.5m";"67";"1";"%"
"29/04/2024";"Temperatura media  atura a 1.5m";"11.20";"1";"ºC"
"30/04/2024";"Lluvia";"7.4";"1";"L/m2"
"30/04/2024";"Humedad relativa media a 1.5m";"81";"1";"%"
"30/04/2024";"Temperatura media  atura a 1.5m";"11.37";"1";"ºC"
"01/05/2024";"Lluvia";"4.2";"1";"L/m2"
"01/05/2024";"Humedad relativa media a 1.5m";"83";"1";"%"
"01/05/2024";"Temperatura media  atura a 1.5m";"9.02";"1";"ºC"
"02/05/2024";"Lluvia";"4.6";"1";"L/m2"
"02/05/2024";"Humedad relativa media a 1.5m";"79";"1";"%"
"02/05/2024";"Temperatura media  atura a 1.5m";"10.24";"1";"ºC"
"03/05/2024";"Lluvia";"3.0";"1";"L/m2"
"03/05/2024";"Humedad relativa media a 1.5m";"90";"1";"%"
"03/05/2024";"Temperatura media  atura a 1.5m";"12.06";"1";"ºC"
"04/05/2024";"Lluvia";"4.4";"1";"L/m2"
"04/05/2024";"Humedad relativa media a 1.5m";"79";"1";"%"
"04/05/2024";"Temperatura media  atura a 1.5m";"15.82";"1";"ºC"
"05/05/2024";"Lluvia";"21.0";"1";"L/m2"
"05/05/2024";"Humedad relativa media a 1.5m";"90";"1";"%"
"05/05/2024";"Temperatura media  atura a 1.5m";"14.53";"1";"ºC"
"06/05/2024";"Lluvia";"0.0";"1";"L/m2"
"06/05/2024";"Humedad relativa media a 1.5m";"79";"1";"%"
"06/05/2024";"Temperatura media  atura a 1.5m";"12.18";"1";"ºC"
"07/05/2024";"Lluvia";"0.0";"1";"L/m2"
"07/05/2024";"Humedad relativa media a 1.5m";"69";"1";"%"
"07/05/2024";"Temperatura media  atura a 1.5m";"14.96";"1";"ºC"
"08/05/2024";"Lluvia";"0.0";"1";"L/m2"
"08/05/2024";"Humedad relativa media a 1.5m";"63";"1";"%"
"08/05/2024";"Temperatura media  atura a 1.5m";"18.64";"1";"ºC"
"09/05/2024";"Lluvia";"0.0";"1";"L/m2"
"09/05/2024";"Humedad relativa media a 1.5m";"68";"1";"%"
"09/05/2024";"Temperatura media  atura a 1.5m";"18.49";"1";"ºC"
"10/05/2024";"Lluvia";"2.6";"1";"L/m2"
"10/05/2024";"Humedad relativa media a 1.5m";"66";"1";"%"
"10/05/2024";"Temperatura media  atura a 1.5m";"19.10";"1";"ºC"
"11/05/2024";"Lluvia";"0.8";"1";"L/m2"
"11/05/2024";"Humedad relativa media a 1.5m";"67";"1";"%"
"11/05/2024";"Temperatura media  atura a 1.5m";"19.73";"1";"ºC"
"12/05/2024";"Lluvia";"0.0";"1";"L/m2"
"12/05/2024";"Humedad relativa media a 1.5m";"72";"1";"%"
"12/05/2024";"Temperatura media  atura a 1.5m";"16.15";"1";"ºC"
"13/05/2024";"Lluvia";"3.0";"1";"L/m2"
"13/05/2024";"Humedad relativa media a 1.5m";"80";"1";"%"
"13/05/2024";"Temperatura media  atura a 1.5m";"14.74";"1";"ºC"
"14/05/2024";"Lluvia";"1.2";"1";"L/m2"
"14/05/2024";"Humedad relativa media a 1.5m";"73";"1";"%"
"14/05/2024";"Temperatura media  atura a 1.5m";"13.09";"1";"ºC"
"15/05/2024";"Lluvia";"6.8";"1";"L/m2"
"15/05/2024";"Humedad relativa media a 1.5m";"82";"1";"%"
"15/05/2024";"Temperatura media  atura a 1.5m";"11.28";"1";"ºC"
"16/05/2024";"Lluvia";"7.4";"1";"L/m2"
"16/05/2024";"Humedad relativa media a 1.5m";"82";"1";"%"
"16/05/2024";"Temperatura media  atura a 1.5m";"12.28";"1";"ºC"
"17/05/2024";"Lluvia";"1.6";"1";"L/m2"
"17/05/2024";"Humedad relativa media a 1.5m";"88";"1";"%"
"17/05/2024";"Temperatura media  atura a 1.5m";"12.84";"1";"ºC"
"18/05/2024";"Lluvia";"5.8";"1";"L/m2"
"18/05/2024";"Humedad relativa media a 1.5m";"89";"1";"%"
"18/05/2024";"Temperatura media  atura a 1.5m";"13.39";"1";"ºC"
"19/05/2024";"Lluvia";"4.6";"1";"L/m2"
"19/05/2024";"Humedad relativa media a 1.5m";"87";"1";"%"
"19/05/2024";"Temperatura media  atura a 1.5m";"12.71";"1";"ºC"
"20/05/2024";"Lluvia";"1.4";"1";"L/m2"
"20/05/2024";"Humedad relativa media a 1.5m";"81";"1";"%"
"20/05/2024";"Temperatura media  atura a 1.5m";"13.53";"1";"ºC"
"21/05/2024";"Lluvia";"1.2";"1";"L/m2"
"21/05/2024";"Humedad relativa media a 1.5m";"77";"1";"%"
"21/05/2024";"Temperatura media  atura a 1.5m";"14.37";"1";"ºC"
"22/05/2024";"Lluvia";"0.0";"1";"L/m2"
"22/05/2024";"Humedad relativa media a 1.5m";"70";"1";"%"
"22/05/2024";"Temperatura media  atura a 1.5m";"14.73";"1";"ºC"
"23/05/2024";"Lluvia";"0.0";"1";"L/m2"
"23/05/2024";"Humedad relativa media a 1.5m";"69";"1";"%"
"23/05/2024";"Temperatura media  atura a 1.5m";"14.23";"1";"ºC"
"24/05/2024";"Lluvia";"0.0";"1";"L/m2"
"24/05/2024";"Humedad relativa media a 1.5m";"64";"1";"%"
"24/05/2024";"Temperatura media  atura a 1.5m";"17.48";"1";"ºC"
"25/05/2024";"Lluvia";"1.8";"1";"L/m2"
"25/05/2024";"Humedad relativa media a 1.5m";"76";"1";"%"
"25/05/2024";"Temperatura media  atura a 1.5m";"16.41";"1";"ºC"
"26/05/2024";"Lluvia";"0.0";"1";"L/m2"
"26/05/2024";"Humedad relativa media a 1.5m";"67";"1";"%"
"26/05/2024";"Temperatura media  atura a 1.5m";"17.33";"1";"ºC"
"27/05/2024";"Lluvia";"0.0";"1";"L/m2"
"27/05/2024";"Humedad relativa media a 1.5m";"64";"1";"%"
"27/05/2024";"Temperatura media  atura a 1.5m";"16.84";"1";"ºC"
"28/05/2024";"Lluvia";"0.0";"1";"L/m2"
"28/05/2024";"Humedad relativa media a 1.5m";"62";"1";"%"
"28/05/2024";"Temperatura media  atura a 1.5m";"19.70";"1";"ºC"
"29/05/2024";"Lluvia";"0.0";"1";"L/m2"
"29/05/2024";"Humedad relativa media a 1.5m";"61";"1";"%"
"29/05/2024";"Temperatura media  atura a 1.5m";"20.73";"1";"ºC"
"30/05/2024";"Lluvia";"0.0";"1";"L/m2"
"30/05/2024";"Humedad relativa media a 1.5m";"67";"1";"%"
"30/05/2024";"Temperatura media  atura a 1.5m";"20.57";"1";"ºC"
"31/05/2024";"Lluvia";"0.0";"1";"L/m2"
"31/05/2024";"Humedad relativa media a 1.5m";"58";"1";"%"
"31/05/2024";"Temperatura media  atura a 1.5m";"18.55";"1";"ºC"
"01/06/2024";"Lluvia";"0.0";"1";"L/m2"
"01/06/2024";"Humedad relativa media a 1.5m";"54";"1";"%"
"01/06/2024";"Temperatura media  atura a 1.5m";"19.45";"1";"ºC"
"02/06/2024";"Lluvia";"0.0";"1";"L/m2"
"02/06/2024";"Humedad relativa media a 1.5m";"59";"1";"%"
"02/06/2024";"Temperatura media  atura a 1.5m";"19.80";"1";"ºC"
"03/06/2024";"Lluvia";"0.0";"1";"L/m2"
"03/06/2024";"Humedad relativa media a 1.5m";"55";"1";"%"
"03/06/2024";"Temperatura media  atura a 1.5m";"22.22";"1";"ºC"
"04/06/2024";"Lluvia";"0.0";"1";"L/m2"
"04/06/2024";"Humedad relativa media a 1.5m";"61";"1";"%"
"04/06/2024";"Temperatura media  atura a 1.5m";"22.45";"1";"ºC"
"05/06/2024";"Lluvia";"0.0";"1";"L/m2"
"05/06/2024";"Humedad relativa media a 1.5m";"67";"1";"%"
"05/06/2024";"Temperatura media  atura a 1.5m";"21.16";"1";"ºC"
"06/06/2024";"Lluvia";"0.0";"1";"L/m2"
"06/06/2024";"Humedad relativa media a 1.5m";"61";"1";"%"
"06/06/2024";"Temperatura media  atura a 1.5m";"22.75";"1";"ºC"
"07/06/2024";"Lluvia";"1.8";"1";"L/m2"
"07/06/2024";"Humedad relativa media a 1.5m";"71";"1";"%"
"07/06/2024";"Temperatura media  atura a 1.5m";"22.16";"1";"ºC"
"08/06/2024";"Lluvia";"2.0";"1";"L/m2"
"08/06/2024";"Humedad relativa media a 1.5m";"80";"1";"%"
"08/06/2024";"Temperatura media  atura a 1.5m";"18.64";"1";"ºC"
"09/06/2024";"Lluvia";"0.0";"1";"L/m2"
"09/06/2024";"Humedad relativa media a 1.5m";"66";"1";"%"
"09/06/2024";"Temperatura media  atura a 1.5m";"17.78";"1";"ºC"
"10/06/2024";"Lluvia";"0.0";"1";"L/m2"
"10/06/2024";"Humedad relativa media a 1.5m";"56";"1";"%"
"10/06/2024";"Temperatura media  atura a 1.5m";"18.63";"1";"ºC"
"11/06/2024";"Lluvia";"0.0";"1";"L/m2"
"11/06/2024";"Humedad relativa media a 1.5m";"62";"1";"%"
"11/06/2024";"Temperatura media  atura a 1.5m";"17.04";"1";"ºC"
"12/06/2024";"Lluvia";"0.0";"1";"L/m2"
"12/06/2024";"Humedad relativa media a 1.5m";"56";"1";"%"
"12/06/2024";"Temperatura media  atura a 1.5m";"18.00";"1";"ºC"
"13/06/2024";"Lluvia";"0.4";"1";"L/m2"
"13/06/2024";"Humedad relativa media a 1.5m";"66";"1";"%"
"13/06/2024";"Temperatura media  atura a 1.5m";"17.26";"1";"ºC"
"14/06/2024";"Lluvia";"0.0";"1";"L/m2"
"14/06/2024";"Humedad relativa media a 1.5m";"61";"1";"%"
"14/06/2024";"Temperatura media  atura a 1.5m";"18.81";"1";"ºC"
"15/06/2024";"Lluvia";"0.0";"1";"L/m2"
"15/06/2024";"Humedad relativa media a 1.5m";"59";"1";"%"
"15/06/2024";"Temperatura media  atura a 1.5m";"16.76";"1";"ºC"
"16/06/2024";"Lluvia";"0.0";"1";"L/m2"
"16/06/2024";"Humedad relativa media a 1.5m";"68";"1";"%"
"16/06/2024";"Temperatura media  atura a 1.5m";"17.93";"1";"ºC"
"17/06/2024";"Lluvia";"12.0";"1";"L/m2"
"17/06/2024";"Humedad relativa media a 1.5m";"85";"1";"%"
"17/06/2024";"Temperatura media  atura a 1.5m";"17.84";"1";"ºC"
"18/06/2024";"Lluvia";"6.2";"1";"L/m2"
"18/06/2024";"Humedad relativa media a 1.5m";"79";"1";"%"
"18/06/2024";"Temperatura media  atura a 1.5m";"17.70";"1";"ºC"
"19/06/2024";"Lluvia";"4.2";"1";"L/m2"
"19/06/2024";"Humedad relativa media a 1.5m";"79";"1";"%"
"19/06/2024";"Temperatura media  atura a 1.5m";"16.08";"1";"ºC"
"20/06/2024";"Lluvia";"2.2";"1";"L/m2"
"20/06/2024";"Humedad relativa media a 1.5m";"74";"1";"%"
"20/06/2024";"Temperatura media  atura a 1.5m";"16.75";"1";"ºC"
