Período de consulta de 01/01/2023 a 31/03/2025
"";"";"Coruña-Torre de Hércules";"";""
"Fecha";"Variable";"Valor";"Código validación";"Unidad"
"25/09/2023";"Lluvia";"0.0";"1";"L/m2"
"25/09/2023";"Humedad relativa media a 1.5m";"98";"1";"%"
"25/09/2023";"Temperatura media  atura a 1.5m";"20.46";"1";"ºC"
"26/09/2023";"Lluvia";"0.0";"1";"L/m2"
"26/09/2023";"Humedad relativa media a 1.5m";"98";"1";"%"
"26/09/2023";"Temperatura media  atura a 1.5m";"19.29";"1";"ºC"
"27/09/2023";"Lluvia";"0.0";"1";"L/m2"
"27/09/2023";"Humedad relativa media a 1.5m";"91";"1";"%"
"27/09/2023";"Temperatura media  atura a 1.5m";"20.62";"1";"ºC"
"28/09/2023";"Lluvia";"0.0";"1";"L/m2"
"28/09/2023";"Humedad relativa media a 1.5m";"93";"1";"%"
"28/09/2023";"Temperatura media  atura a 1.5m";"22.83";"1";"ºC"
"29/09/2023";"Lluvia";"0.0";"1";"L/m2"
"29/09/2023";"Humedad relativa media a 1.5m";"100";"1";"%"
"29/09/2023";"Temperatura media  atura a 1.5m";"20.08";"1";"ºC"
"30/09/2023";"Lluvia";"0.0";"1";"L/m2"
"30/09/2023";"Humedad relativa media a 1.5m";"96";"1";"%"
"30/09/2023";"Temperatura media  atura a 1.5m";"21.61";"1";"ºC"
"01/10/2023";"Lluvia";"0.0";"1";"L/m2"
"01/10/2023";"Humedad relativa media a 1.5m";"100";"1";"%"
"01/10/2023";"Temperatura media  atura a 1.5m";"19.75";"1";"ºC"
"02/10/2023";"Lluvia";"0.0";"1";"L/m2"
"02/10/2023";"Humedad relativa media a 1.5m";"91";"1";"%"
"02/10/2023";"Temperatura media  atura a 1.5m";"21.13";"1";"ºC"
"03/10/2023";"Lluvia";"0.0";"1";"L/m2"
"03/10/2023";"Humedad relativa media a 1.5m";"96";"1";"%"
"03/10/2023";"Temperatura media  atura a 1.5m";"19.14";"1";"ºC"
"04/10/2023";"Lluvia";"0.0";"1";"L/m2"
"04/10/2023";"Humedad relativa media a 1.5m";"96";"1";"%"
"04/10/2023";"Temperatura media  atura a 1.5m";"20.18";"1";"ºC"
"05/10/2023";"Lluvia";"0.0";"1";"L/m2"
"05/10/2023";"Humedad relativa media a 1.5m";"100";"1";"%"
"05/10/2023";"Temperatura media  atura a 1.5m";"18.54";"1";"ºC"
"06/10/2023";"Lluvia";"0.0";"1";"L/m2"
"06/10/2023";"Humedad relativa media a 1.5m";"100";"1";"%"
"06/10/2023";"Temperatura media  atura a 1.5m";"19.30";"1";"ºC"
"07/10/2023";"Lluvia";"0.0";"1";"L/m2"
"07/10/2023";"Humedad relativa media a 1.5m";"63";"1";"%"
"07/10/2023";"Temperatura media  atura a 1.5m";"24.56";"1";"ºC"
"08/10/2023";"Lluvia";"0.0";"1";"L/m2"
"08/10/2023";"Humedad relativa media a 1.5m";"77";"1";"%"
"08/10/2023";"Temperatura media  atura a 1.5m";"21.81";"1";"ºC"
"09/10/2023";"Lluvia";"0.0";"1";"L/m2"
"09/10/2023";"Humedad relativa media a 1.5m";"97";"1";"%"
"09/10/2023";"Temperatura media  atura a 1.5m";"19.39";"1";"ºC"
"10/10/2023";"Lluvia";"0.0";"1";"L/m2"
"10/10/2023";"Humedad relativa media a 1.5m";"89";"1";"%"
"10/10/2023";"Temperatura media  atura a 1.5m";"19.33";"1";"ºC"
"11/10/2023";"Lluvia";"0.0";"1";"L/m2"
"11/10/2023";"Humedad relativa media a 1.5m";"56";"1";"%"
"11/10/2023";"Temperatura media  atura a 1.5m";"23.53";"1";"ºC"
"12/10/2023";"Lluvia";"0.0";"1";"L/m2"
"12/10/2023";"Humedad relativa media a 1.5m";"40";"1";"%"
"12/10/2023";"Temperatura media  atura a 1.5m";"24.36";"1";"ºC"
"13/10/2023";"Lluvia";"35.3";"1";"L/m2"
"13/10/2023";"Humedad relativa media a 1.5m";"93";"1";"%"
"13/10/2023";"Temperatura media  atura a 1.5m";"19.88";"1";"ºC"
"14/10/2023";"Lluvia";"0.6";"1";"L/m2"
"14/10/2023";"Humedad relativa media a 1.5m";"99";"1";"%"
"14/10/2023";"Temperatura media  atura a 1.5m";"17.54";"1";"ºC"
"15/10/2023";"Lluvia";"3.9";"1";"L/m2"
"15/10/2023";"Humedad relativa media a 1.5m";"100";"1";"%"
"15/10/2023";"Temperatura media  atura a 1.5m";"17.12";"1";"ºC"
"16/10/2023";"Lluvia";"2.8";"1";"L/m2"
"16/10/2023";"Humedad relativa media a 1.5m";"99";"1";"%"
"16/10/2023";"Temperatura media  atura a 1.5m";"20.02";"1";"ºC"
"17/10/2023";"Lluvia";"11.3";"1";"L/m2"
"17/10/2023";"Humedad relativa media a 1.5m";"82";"1";"%"
"17/10/2023";"Temperatura media  atura a 1.5m";"22.19";"1";"ºC"
"18/10/2023";"Lluvia";"16.2";"1";"L/m2"
"18/10/2023";"Humedad relativa media a 1.5m";"95";"1";"%"
"18/10/2023";"Temperatura media  atura a 1.5m";"18.25";"1";"ºC"
"19/10/2023";"Lluvia";"37.4";"1";"L/m2"
"19/10/2023";"Humedad relativa media a 1.5m";"100";"1";"%"
"19/10/2023";"Temperatura media  atura a 1.5m";"16.70";"1";"ºC"
"20/10/2023";"Lluvia";"20.0";"1";"L/m2"
"20/10/2023";"Humedad relativa media a 1.5m";"96";"1";"%"
"20/10/2023";"Temperatura media  atura a 1.5m";"15.42";"1";"ºC"
"21/10/2023";"Lluvia";"3.7";"1";"L/m2"
"21/10/2023";"Humedad relativa media a 1.5m";"90";"1";"%"
"21/10/2023";"Temperatura media  atura a 1.5m";"15.41";"1";"ºC"
"22/10/2023";"Lluvia";"2.6";"1";"L/m2"
"22/10/2023";"Humedad relativa media a 1.5m";"99";"1";"%"
"22/10/2023";"Temperatura media  atura a 1.5m";"14.59";"1";"ºC"
"23/10/2023";"Lluvia";"6.8";"1";"L/m2"
"23/10/2023";"Humedad relativa media a 1.5m";"90";"1";"%"
"23/10/2023";"Temperatura media  atura a 1.5m";"15.21";"1";"ºC"
"24/10/2023";"Lluvia";"5.4";"1";"L/m2"
"24/10/2023";"Humedad relativa media a 1.5m";"98";"1";"%"
"24/10/2023";"Temperatura media  atura a 1.5m";"16.99";"1";"ºC"
"25/10/2023";"Lluvia";"4.9";"1";"L/m2"
"25/10/2023";"Humedad relativa media a 1.5m";"100";"1";"%"
"25/10/2023";"Temperatura media  atura a 1.5m";"18.80";"1";"ºC"
"26/10/2023";"Lluvia";"42.4";"1";"L/m2"
"26/10/2023";"Humedad relativa media a 1.5m";"100";"1";"%"
"26/10/2023";"Temperatura media  atura a 1.5m";"15.92";"1";"ºC"
"27/10/2023";"Lluvia";"12.8";"1";"L/m2"
"27/10/2023";"Humedad relativa media a 1.5m";"98";"1";"%"
"27/10/2023";"Temperatura media  atura a 1.5m";"15.49";"1";"ºC"
"28/10/2023";"Lluvia";"13.6";"1";"L/m2"
"28/10/2023";"Humedad relativa media a 1.5m";"99";"1";"%"
"28/10/2023";"Temperatura media  atura a 1.5m";"16.51";"1";"ºC"
"29/10/2023";"Lluvia";"3.9";"1";"L/m2"
"29/10/2023";"Humedad relativa media a 1.5m";"94";"1";"%"
"29/10/2023";"Temperatura media  atura a 1.5m";"14.31";"1";"ºC"
"30/10/2023";"Lluvia";"10.5";"1";"L/m2"
"30/10/2023";"Humedad relativa media a 1.5m";"98";"1";"%"
"30/10/2023";"Temperatura media  atura a 1.5m";"14.08";"1";"ºC"
"31/10/2023";"Lluvia";"14.9";"1";"L/m2"
"31/10/2023";"Humedad relativa media a 1.5m";"93";"1";"%"
"31/10/2023";"Temperatura media  atura a 1.5m";"16.11";"1";"ºC"
"01/11/2023";"Lluvia";"13.5";"5";"L/m2"
"01/11/2023";"Humedad relativa media a 1.5m";"98";"1";"%"
"01/11/2023";"Temperatura media  atura a 1.5m";"15.59";"1";"ºC"
"02/11/2023";"Lluvia";"15.1";"5";"L/m2"
"02/11/2023";"Humedad relativa media a 1.5m";"90";"1";"%"
"02/11/2023";"Temperatura media  atura a 1.5m";"13.72";"1";"ºC"
"03/11/2023";"Lluvia";"8.1";"5";"L/m2"
"03/11/2023";"Humedad relativa media a 1.5m";"96";"1";"%"
"03/11/2023";"Temperatura media  atura a 1.5m";"14.69";"1";"ºC"
"04/11/2023";"Lluvia";"23.2";"5";"L/m2"
"04/11/2023";"Humedad relativa media a 1.5m";"97";"1";"%"
"04/11/2023";"Temperatura media  atura a 1.5m";"15.17";"1";"ºC"
"05/11/2023";"Lluvia";"24.9";"5";"L/m2"
"05/11/2023";"Humedad relativa media a 1.5m";"100";"1";"%"
"05/11/2023";"Temperatura media  atura a 1.5m";"12.97";"1";"ºC"
"06/11/2023";"Lluvia";"5.2";"5";"L/m2"
"06/11/2023";"Humedad relativa media a 1.5m";"90";"1";"%"
"06/11/2023";"Temperatura media  atura a 1.5m";"12.27";"1";"ºC"
"07/11/2023";"Lluvia";"6.2";"5";"L/m2"
"07/11/2023";"Humedad relativa media a 1.5m";"95";"1";"%"
"07/11/2023";"Temperatura media  atura a 1.5m";"13.39";"1";"ºC"
"08/11/2023";"Lluvia";"8.1";"1";"L/m2"
"08/11/2023";"Humedad relativa media a 1.5m";"99";"1";"%"
"08/11/2023";"Temperatura media  atura a 1.5m";"14.59";"1";"ºC"
"09/11/2023";"Lluvia";"1.1";"1";"L/m2"
"09/11/2023";"Humedad relativa media a 1.5m";"99";"1";"%"
"09/11/2023";"Temperatura media  atura a 1.5m";"13.79";"1";"ºC"
"10/11/2023";"Lluvia";"10.1";"1";"L/m2"
"10/11/2023";"Humedad relativa media a 1.5m";"100";"1";"%"
"10/11/2023";"Temperatura media  atura a 1.5m";"14.92";"1";"ºC"
"11/11/2023";"Lluvia";"6.0";"1";"L/m2"
"11/11/2023";"Humedad relativa media a 1.5m";"100";"1";"%"
"11/11/2023";"Temperatura media  atura a 1.5m";"17.74";"1";"ºC"
"12/11/2023";"Lluvia";"0.0";"1";"L/m2"
"12/11/2023";"Humedad relativa media a 1.5m";"92";"1";"%"
"12/11/2023";"Temperatura media  atura a 1.5m";"18.96";"1";"ºC"
"13/11/2023";"Lluvia";"39.9";"1";"L/m2"
"13/11/2023";"Humedad relativa media a 1.5m";"100";"1";"%"
"13/11/2023";"Temperatura media  atura a 1.5m";"19.17";"1";"ºC"
"14/11/2023";"Lluvia";"11.7";"1";"L/m2"
"14/11/2023";"Humedad relativa media a 1.5m";"100";"1";"%"
"14/11/2023";"Temperatura media  atura a 1.5m";"17.18";"1";"ºC"
"15/11/2023";"Lluvia";"0.9";"1";"L/m2"
"15/11/2023";"Humedad relativa media a 1.5m";"98";"1";"%"
"15/11/2023";"Temperatura media  atura a 1.5m";"17.61";"1";"ºC"
"16/11/2023";"Lluvia";"1.7";"1";"L/m2"
"16/11/2023";"Humedad relativa media a 1.5m";"97";"1";"%"
"16/11/2023";"Temperatura media  atura a 1.5m";"16.14";"1";"ºC"
"17/11/2023";"Lluvia";"0.0";"1";"L/m2"
"17/11/2023";"Humedad relativa media a 1.5m";"94";"1";"%"
"17/11/2023";"Temperatura media  atura a 1.5m";"14.61";"1";"ºC"
"18/11/2023";"Lluvia";"0.0";"1";"L/m2"
"18/11/2023";"Humedad relativa media a 1.5m";"95";"1";"%"
"18/11/2023";"Temperatura media  atura a 1.5m";"18.11";"1";"ºC"
"19/11/2023";"Lluvia";"0.7";"1";"L/m2"
"19/11/2023";"Humedad relativa media a 1.5m";"100";"1";"%"
"19/11/2023";"Temperatura media  atura a 1.5m";"16.70";"1";"ºC"
"20/11/2023";"Lluvia";"0.0";"1";"L/m2"
"20/11/2023";"Humedad relativa media a 1.5m";"92";"1";"%"
"20/11/2023";"Temperatura media  atura a 1.5m";"14.82";"1";"ºC"
"21/11/2023";"Lluvia";"0.3";"1";"L/m2"
"21/11/2023";"Humedad relativa media a 1.5m";"81";"1";"%"
"21/11/2023";"Temperatura media  atura a 1.5m";"13.66";"1";"ºC"
"22/11/2023";"Lluvia";"0.0";"1";"L/m2"
"22/11/2023";"Humedad relativa media a 1.5m";"90";"1";"%"
"22/11/2023";"Temperatura media  atura a 1.5m";"13.69";"1";"ºC"
"23/11/2023";"Lluvia";"0.0";"1";"L/m2"
"23/11/2023";"Humedad relativa media a 1.5m";"81";"1";"%"
"23/11/2023";"Temperatura media  atura a 1.5m";"14.10";"1";"ºC"
"24/11/2023";"Lluvia";"0.0";"1";"L/m2"
"24/11/2023";"Humedad relativa media a 1.5m";"93";"1";"%"
"24/11/2023";"Temperatura media  atura a 1.5m";"12.10";"1";"ºC"
"25/11/2023";"Lluvia";"0.0";"1";"L/m2"
"25/11/2023";"Humedad relativa media a 1.5m";"96";"1";"%"
"25/11/2023";"Temperatura media  atura a 1.5m";"11.32";"1";"ºC"
"26/11/2023";"Lluvia";"0.0";"1";"L/m2"
"26/11/2023";"Humedad relativa media a 1.5m";"100";"1";"%"
"26/11/2023";"Temperatura media  atura a 1.5m";"11.69";"1";"ºC"
"27/11/2023";"Lluvia";"4.6";"1";"L/m2"
"27/11/2023";"Humedad relativa media a 1.5m";"100";"1";"%"
"27/11/2023";"Temperatura media  atura a 1.5m";"14.31";"1";"ºC"
"28/11/2023";"Lluvia";"6.0";"1";"L/m2"
"28/11/2023";"Humedad relativa media a 1.5m";"100";"1";"%"
"28/11/2023";"Temperatura media  atura a 1.5m";"14.40";"1";"ºC"
"29/11/2023";"Lluvia";"6.7";"1";"L/m2"
"29/11/2023";"Humedad relativa media a 1.5m";"100";"1";"%"
"29/11/2023";"Temperatura media  atura a 1.5m";"15.83";"1";"ºC"
"30/11/2023";"Lluvia";"6.0";"1";"L/m2"
"30/11/2023";"Humedad relativa media a 1.5m";"88";"1";"%"
"30/11/2023";"Temperatura media  atura a 1.5m";"11.42";"1";"ºC"
"01/12/2023";"Lluvia";"7.8";"1";"L/m2"
"01/12/2023";"Humedad relativa media a 1.5m";"91";"1";"%"
"01/12/2023";"Temperatura media  atura a 1.5m";"11.94";"1";"ºC"
"02/12/2023";"Lluvia";"3.8";"1";"L/m2"
"02/12/2023";"Humedad relativa media a 1.5m";"96";"1";"%"
"02/12/2023";"Temperatura media  atura a 1.5m";"10.54";"1";"ºC"
"03/12/2023";"Lluvia";"9.2";"1";"L/m2"
"03/12/2023";"Humedad relativa media a 1.5m";"93";"1";"%"
"03/12/2023";"Temperatura media  atura a 1.5m";"12.19";"1";"ºC"
"04/12/2023";"Lluvia";"3.7";"1";"L/m2"
"04/12/2023";"Humedad relativa media a 1.5m";"88";"1";"%"
"04/12/2023";"Temperatura media  atura a 1.5m";"12.91";"1";"ºC"
"05/12/2023";"Lluvia";"0.0";"1";"L/m2"
"05/12/2023";"Humedad relativa media a 1.5m";"97";"1";"%"
"05/12/2023";"Temperatura media  atura a 1.5m";"9.25";"1";"ºC"
"06/12/2023";"Lluvia";"1.4";"1";"L/m2"
"06/12/2023";"Humedad relativa media a 1.5m";"79";"1";"%"
"06/12/2023";"Temperatura media  atura a 1.5m";"10.06";"1";"ºC"
"07/12/2023";"Lluvia";"15.2";"1";"L/m2"
"07/12/2023";"Humedad relativa media a 1.5m";"99";"1";"%"
"07/12/2023";"Temperatura media  atura a 1.5m";"14.42";"1";"ºC"
"08/12/2023";"Lluvia";"4.0";"1";"L/m2"
"08/12/2023";"Humedad relativa media a 1.5m";"96";"1";"%"
"08/12/2023";"Temperatura media  atura a 1.5m";"13.58";"1";"ºC"
"09/12/2023";"Lluvia";"7.5";"1";"L/m2"
"09/12/2023";"Humedad relativa media a 1.5m";"99";"1";"%"
"09/12/2023";"Temperatura media  atura a 1.5m";"16.77";"1";"ºC"
"10/12/2023";"Lluvia";"0.0";"1";"L/m2"
"10/12/2023";"Humedad relativa media a 1.5m";"97";"1";"%"
"10/12/2023";"Temperatura media  atura a 1.5m";"18.51";"1";"ºC"
"11/12/2023";"Lluvia";"6.5";"1";"L/m2"
"11/12/2023";"Humedad relativa media a 1.5m";"91";"1";"%"
"11/12/2023";"Temperatura media  atura a 1.5m";"18.32";"1";"ºC"
"12/12/2023";"Lluvia";"4.3";"1";"L/m2"
"12/12/2023";"Humedad relativa media a 1.5m";"99";"1";"%"
"12/12/2023";"Temperatura media  atura a 1.5m";"14.61";"1";"ºC"
"13/12/2023";"Lluvia";"6.5";"1";"L/m2"
"13/12/2023";"Humedad relativa media a 1.5m";"95";"1";"%"
"13/12/2023";"Temperatura media  atura a 1.5m";"12.88";"1";"ºC"
"14/12/2023";"Lluvia";"0.0";"1";"L/m2"
"14/12/2023";"Humedad relativa media a 1.5m";"96";"1";"%"
"14/12/2023";"Temperatura media  atura a 1.5m";"12.51";"1";"ºC"
"15/12/2023";"Lluvia";"0.0";"1";"L/m2"
"15/12/2023";"Humedad relativa media a 1.5m";"99";"1";"%"
"15/12/2023";"Temperatura media  atura a 1.5m";"12.87";"1";"ºC"
"16/12/2023";"Lluvia";"0.0";"1";"L/m2"
"16/12/2023";"Humedad relativa media a 1.5m";"96";"1";"%"
"16/12/2023";"Temperatura media  atura a 1.5m";"10.56";"1";"ºC"
"17/12/2023";"Lluvia";"0.0";"1";"L/m2"
"17/12/2023";"Humedad relativa media a 1.5m";"93";"1";"%"
"17/12/2023";"Temperatura media  atura a 1.5m";"9.24";"1";"ºC"
"18/12/2023";"Lluvia";"0.0";"1";"L/m2"
"18/12/2023";"Humedad relativa media a 1.5m";"97";"1";"%"
"18/12/2023";"Temperatura media  atura a 1.5m";"8.33";"1";"ºC"
"19/12/2023";"Lluvia";"13.4";"1";"L/m2"
"19/12/2023";"Humedad relativa media a 1.5m";"98";"1";"%"
"19/12/2023";"Temperatura media  atura a 1.5m";"10.61";"1";"ºC"
"20/12/2023";"Lluvia";"2.1";"1";"L/m2"
"20/12/2023";"Humedad relativa media a 1.5m";"97";"1";"%"
"20/12/2023";"Temperatura media  atura a 1.5m";"12.15";"1";"ºC"
"21/12/2023";"Lluvia";"1.1";"1";"L/m2"
"21/12/2023";"Humedad relativa media a 1.5m";"99";"1";"%"
"21/12/2023";"Temperatura media  atura a 1.5m";"13.25";"1";"ºC"
"22/12/2023";"Lluvia";"0.0";"1";"L/m2"
"22/12/2023";"Humedad relativa media a 1.5m";"96";"1";"%"
"22/12/2023";"Temperatura media  atura a 1.5m";"13.00";"1";"ºC"
"23/12/2023";"Lluvia";"0.0";"1";"L/m2"
"23/12/2023";"Humedad relativa media a 1.5m";"100";"1";"%"
"23/12/2023";"Temperatura media  atura a 1.5m";"11.63";"1";"ºC"
"24/12/2023";"Lluvia";"0.0";"1";"L/m2"
"24/12/2023";"Humedad relativa media a 1.5m";"98";"1";"%"
"24/12/2023";"Temperatura media  atura a 1.5m";"9.92";"1";"ºC"
"25/12/2023";"Lluvia";"0.0";"1";"L/m2"
"25/12/2023";"Humedad relativa media a 1.5m";"97";"1";"%"
"25/12/2023";"Temperatura media  atura a 1.5m";"10.05";"1";"ºC"
"26/12/2023";"Lluvia";"0.0";"1";"L/m2"
"26/12/2023";"Humedad relativa media a 1.5m";"96";"1";"%"
"26/12/2023";"Temperatura media  atura a 1.5m";"13.19";"1";"ºC"
"27/12/2023";"Lluvia";"40.8";"1";"L/m2"
"27/12/2023";"Humedad relativa media a 1.5m";"93";"1";"%"
"27/12/2023";"Temperatura media  atura a 1.5m";"13.84";"1";"ºC"
"28/12/2023";"Lluvia";"20.3";"1";"L/m2"
"28/12/2023";"Humedad relativa media a 1.5m";"100";"1";"%"
"28/12/2023";"Temperatura media  atura a 1.5m";"12.42";"1";"ºC"
"29/12/2023";"Lluvia";"0.0";"1";"L/m2"
"29/12/2023";"Humedad relativa media a 1.5m";"89";"1";"%"
"29/12/2023";"Temperatura media  atura a 1.5m";"12.63";"1";"ºC"
"30/12/2023";"Lluvia";"5.8";"1";"L/m2"
"30/12/2023";"Humedad relativa media a 1.5m";"89";"1";"%"
"30/12/2023";"Temperatura media  atura a 1.5m";"12.07";"1";"ºC"
"31/12/2023";"Lluvia";"7.6";"1";"L/m2"
"31/12/2023";"Humedad relativa media a 1.5m";"80";"1";"%"
"31/12/2023";"Temperatura media  atura a 1.5m";"11.65";"1";"ºC"
"01/01/2024";"Lluvia";"0.0";"1";"L/m2"
"01/01/2024";"Humedad relativa media a 1.5m";"77";"1";"%"
"01/01/2024";"Temperatura media  atura a 1.5m";"12.59";"1";"ºC"
"02/01/2024";"Lluvia";"10.6";"1";"L/m2"
"02/01/2024";"Humedad relativa media a 1.5m";"91";"1";"%"
"02/01/2024";"Temperatura media  atura a 1.5m";"15.10";"1";"ºC"
"03/01/2024";"Lluvia";"0.0";"1";"L/m2"
"03/01/2024";"Humedad relativa media a 1.5m";"82";"1";"%"
"03/01/2024";"Temperatura media  atura a 1.5m";"14.04";"1";"ºC"
"04/01/2024";"Lluvia";"16.4";"1";"L/m2"
"04/01/2024";"Humedad relativa media a 1.5m";"89";"1";"%"
"04/01/2024";"Temperatura media  atura a 1.5m";"12.52";"1";"ºC"
"05/01/2024";"Lluvia";"4.1";"1";"L/m2"
"05/01/2024";"Humedad relativa media a 1.5m";"79";"1";"%"
"05/01/2024";"Temperatura media  atura a 1.5m";"11.49";"1";"ºC"
"06/01/2024";"Lluvia";"0.5";"1";"L/m2"
"06/01/2024";"Humedad relativa media a 1.5m";"89";"1";"%"
"06/01/2024";"Temperatura media  atura a 1.5m";"9.90";"1";"ºC"
"07/01/2024";"Lluvia";"0.0";"1";"L/m2"
"07/01/2024";"Humedad relativa media a 1.5m";"82";"1";"%"
"07/01/2024";"Temperatura media  atura a 1.5m";"8.80";"1";"ºC"
"08/01/2024";"Lluvia";"3.5";"1";"L/m2"
"08/01/2024";"Humedad relativa media a 1.5m";"87";"1";"%"
"08/01/2024";"Temperatura media  atura a 1.5m";"6.84";"1";"ºC"
"09/01/2024";"Lluvia";"1.7";"1";"L/m2"
"09/01/2024";"Humedad relativa media a 1.5m";"93";"1";"%"
"09/01/2024";"Temperatura media  atura a 1.5m";"8.34";"1";"ºC"
"10/01/2024";"Lluvia";"16.5";"1";"L/m2"
"10/01/2024";"Humedad relativa media a 1.5m";"94";"1";"%"
"10/01/2024";"Temperatura media  atura a 1.5m";"10.52";"1";"ºC"
"11/01/2024";"Lluvia";"0.3";"1";"L/m2"
"11/01/2024";"Humedad relativa media a 1.5m";"85";"1";"%"
"11/01/2024";"Temperatura media  atura a 1.5m";"8.22";"1";"ºC"
"12/01/2024";"Lluvia";"0.0";"1";"L/m2"
"12/01/2024";"Humedad relativa media a 1.5m";"68";"1";"%"
"12/01/2024";"Temperatura media  atura a 1.5m";"8.11";"1";"ºC"
"13/01/2024";"Lluvia";"2.6";"1";"L/m2"
"13/01/2024";"Humedad relativa media a 1.5m";"74";"1";"%"
"13/01/2024";"Temperatura media  atura a 1.5m";"12.72";"1";"ºC"
"14/01/2024";"Lluvia";"8.7";"1";"L/m2"
"14/01/2024";"Humedad relativa media a 1.5m";"96";"1";"%"
"14/01/2024";"Temperatura media  atura a 1.5m";"15.13";"1";"ºC"
"15/01/2024";"Lluvia";"3.8";"1";"L/m2"
"15/01/2024";"Humedad relativa media a 1.5m";"100";"1";"%"
"15/01/2024";"Temperatura media  atura a 1.5m";"15.19";"1";"ºC"
"16/01/2024";"Lluvia";"6.2";"1";"L/m2"
"16/01/2024";"Humedad relativa media a 1.5m";"92";"1";"%"
"16/01/2024";"Temperatura media  atura a 1.5m";"15.98";"1";"ºC"
"17/01/2024";"Lluvia";"3.7";"1";"L/m2"
"17/01/2024";"Humedad relativa media a 1.5m";"89";"1";"%"
"17/01/2024";"Temperatura media  atura a 1.5m";"15.22";"1";"ºC"
"18/01/2024";"Lluvia";"5.5";"1";"L/m2"
"18/01/2024";"Humedad relativa media a 1.5m";"91";"1";"%"
"18/01/2024";"Temperatura media  atura a 1.5m";"11.39";"1";"ºC"
"19/01/2024";"Lluvia";"0.0";"1";"L/m2"
"19/01/2024";"Humedad relativa media a 1.5m";"71";"1";"%"
"19/01/2024";"Temperatura media  atura a 1.5m";"9.75";"1";"ºC"
"20/01/2024";"Lluvia";"0.0";"1";"L/m2"
"20/01/2024";"Humedad relativa media a 1.5m";"66";"1";"%"
"20/01/2024";"Temperatura media  atura a 1.5m";"8.53";"1";"ºC"
"21/01/2024";"Lluvia";"0.0";"1";"L/m2"
"21/01/2024";"Humedad relativa media a 1.5m";"87";"1";"%"
"21/01/2024";"Temperatura media  atura a 1.5m";"13.41";"1";"ºC"
"22/01/2024";"Lluvia";"5.6";"1";"L/m2"
"22/01/2024";"Humedad relativa media a 1.5m";"95";"1";"%"
"22/01/2024";"Temperatura media  atura a 1.5m";"15.90";"1";"ºC"
"23/01/2024";"Lluvia";"0.0";"1";"L/m2"
"23/01/2024";"Humedad relativa media a 1.5m";"97";"1";"%"
"23/01/2024";"Temperatura media  atura a 1.5m";"16.03";"1";"ºC"
"24/01/2024";"Lluvia";"0.0";"1";"L/m2"
"24/01/2024";"Humedad relativa media a 1.5m";"96";"1";"%"
"24/01/2024";"Temperatura media  atura a 1.5m";"14.53";"1";"ºC"
"25/01/2024";"Lluvia";"0.0";"1";"L/m2"
"25/01/2024";"Humedad relativa media a 1.5m";"95";"1";"%"
"25/01/2024";"Temperatura media  atura a 1.5m";"14.44";"1";"ºC"
"26/01/2024";"Lluvia";"0.0";"1";"L/m2"
"26/01/2024";"Humedad relativa media a 1.5m";"99";"1";"%"
"26/01/2024";"Temperatura media  atura a 1.5m";"13.20";"1";"ºC"
"27/01/2024";"Lluvia";"0.0";"1";"L/m2"
"27/01/2024";"Humedad relativa media a 1.5m";"71";"1";"%"
"27/01/2024";"Temperatura media  atura a 1.5m";"15.27";"1";"ºC"
"28/01/2024";"Lluvia";"0.0";"1";"L/m2"
"28/01/2024";"Humedad relativa media a 1.5m";"66";"1";"%"
"28/01/2024";"Temperatura media  atura a 1.5m";"16.04";"1";"ºC"
"29/01/2024";"Lluvia";"0.0";"1";"L/m2"
"29/01/2024";"Humedad relativa media a 1.5m";"74";"1";"%"
"29/01/2024";"Temperatura media  atura a 1.5m";"15.93";"1";"ºC"
"30/01/2024";"Lluvia";"0.0";"1";"L/m2"
"30/01/2024";"Humedad relativa media a 1.5m";"94";"1";"%"
"30/01/2024";"Temperatura media  atura a 1.5m";"14.80";"1";"ºC"
"31/01/2024";"Lluvia";"0.0";"1";"L/m2"
"31/01/2024";"Humedad relativa media a 1.5m";"94";"1";"%"
"31/01/2024";"Temperatura media  atura a 1.5m";"13.49";"1";"ºC"
"01/02/2024";"Lluvia";"0.0";"1";"L/m2"
"01/02/2024";"Humedad relativa media a 1.5m";"99";"1";"%"
"01/02/2024";"Temperatura media  atura a 1.5m";"11.88";"1";"ºC"
"02/02/2024";"Lluvia";"0.0";"1";"L/m2"
"02/02/2024";"Humedad relativa media a 1.5m";"94";"1";"%"
"02/02/2024";"Temperatura media  atura a 1.5m";"12.32";"1";"ºC"
"03/02/2024";"Lluvia";"0.0";"1";"L/m2"
"03/02/2024";"Humedad relativa media a 1.5m";"85";"1";"%"
"03/02/2024";"Temperatura media  atura a 1.5m";"12.98";"1";"ºC"
"04/02/2024";"Lluvia";"0.0";"1";"L/m2"
"04/02/2024";"Humedad relativa media a 1.5m";"93";"1";"%"
"04/02/2024";"Temperatura media  atura a 1.5m";"12.60";"1";"ºC"
"05/02/2024";"Lluvia";"0.0";"1";"L/m2"
"05/02/2024";"Humedad relativa media a 1.5m";"98";"1";"%"
"05/02/2024";"Temperatura media  atura a 1.5m";"12.15";"1";"ºC"
"06/02/2024";"Lluvia";"0.0";"1";"L/m2"
"06/02/2024";"Humedad relativa media a 1.5m";"89";"1";"%"
"06/02/2024";"Temperatura media  atura a 1.5m";"12.78";"1";"ºC"
